CBSA,MDIV,STCOU,NAME,LSAD,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,NPOPCHG2010,NPOPCHG2011,NPOPCHG2012,NPOPCHG2013,NPOPCHG2014,BIRTHS2010,BIRTHS2011,BIRTHS2012,BIRTHS2013,BIRTHS2014,DEATHS2010,DEATHS2011,DEATHS2012,DEATHS2013,DEATHS2014,NATURALINC2010,NATURALINC2011,NATURALINC2012,NATURALINC2013,NATURALINC2014,INTERNATIONALMIG2010,INTERNATIONALMIG2011,INTERNATIONALMIG2012,INTERNATIONALMIG2013,INTERNATIONALMIG2014,DOMESTICMIG2010,DOMESTICMIG2011,DOMESTICMIG2012,DOMESTICMIG2013,DOMESTICMIG2014,NETMIG2010,NETMIG2011,NETMIG2012,NETMIG2013,NETMIG2014,RESIDUAL2010,RESIDUAL2011,RESIDUAL2012,RESIDUAL2013,RESIDUAL2014
12060,,13217,"Newton County, GA",County or equivalent,99958,99958,100160,100464,101016,102201,103675,202,304,552,1185,1474,334,1377,1299,1322,1313,221,731,716,849,802,113,646,583,473,511,5,42,41,45,45,98,-402,-60,696,897,103,-360,-19,741,942,-14,18,-12,-29,21
12060,,13223,"Paulding County, GA",County or equivalent,142324,142324,142763,143829,145066,147181,148987,439,1066,1237,2115,1806,506,1864,1888,1856,1778,214,697,710,848,837,292,1167,1178,1008,941,19,136,151,142,143,129,-424,-60,970,651,148,-288,91,1112,794,-1,187,-32,-5,71
12060,,13227,"Pickens County, GA",County or equivalent,29431,29422,29458,29468,29316,29509,29997,36,10,-152,193,488,74,308,290,293,284,51,290,293,308,307,23,18,-3,-15,-23,2,15,17,19,19,13,-59,-168,171,483,15,-44,-151,190,502,-2,36,2,18,9
12060,,13231,"Pike County, GA",County or equivalent,17869,17869,17918,17802,17804,17796,17784,49,-116,2,-8,-12,51,167,154,163,167,19,148,169,147,155,32,19,-15,16,12,0,3,2,2,2,20,-161,19,-20,-15,20,-158,21,-18,-13,-3,23,-4,-6,-11
12060,,13247,"Rockdale County, GA",County or equivalent,85215,85215,85425,85601,85684,86815,87754,210,176,83,1131,939,254,1067,998,946,1019,96,584,572,678,638,158,483,426,268,381,33,132,117,131,135,16,-452,-483,743,412,49,-320,-366,874,547,3,13,23,-11,11
12060,,13255,"Spalding County, GA",County or equivalent,64073,64073,64085,64118,63799,63741,63988,12,33,-319,-58,247,237,910,830,816,793,187,676,676,687,716,50,234,154,129,77,17,73,71,73,74,-50,-332,-553,-238,73,-33,-259,-482,-165,147,-5,58,9,-22,23
12060,,13297,"Walton County, GA",County or equivalent,83768,83768,83979,84441,84867,85987,87615,211,462,426,1120,1628,265,1082,1087,1042,1137,143,765,688,756,762,122,317,399,286,375,5,31,29,33,34,106,121,13,818,1125,111,152,42,851,1159,-22,-7,-15,-17,94
12100,,,"Atlantic City-Hammonton, NJ",Metropolitan Statistical Area,274549,274549,274762,274923,275566,276167,275209,213,161,643,601,-958,802,3412,3430,3372,3315,546,2566,2432,2574,2637,256,846,998,798,678,351,1416,1427,1507,1506,-384,-2002,-1813,-1648,-3052,-33,-586,-386,-141,-1546,-10,-99,31,-56,-90
12100,,34001,"Atlantic County, NJ",County or equivalent,274549,274549,274762,274923,275566,276167,275209,213,161,643,601,-958,802,3412,3430,3372,3315,546,2566,2432,2574,2637,256,846,998,798,678,351,1416,1427,1507,1506,-384,-2002,-1813,-1648,-3052,-33,-586,-386,-141,-1546,-10,-99,31,-56,-90
12220,,,"Auburn-Opelika, AL",Metropolitan Statistical Area,140247,140296,140799,144146,148040,151708,154255,503,3347,3894,3668,2547,433,1630,1660,1808,1837,237,804,879,1043,1006,196,826,781,765,831,132,551,629,624,611,170,1918,2424,2221,1034,302,2469,3053,2845,1645,5,52,60,58,71
12220,,1081,"Lee County, AL",County or equivalent,140247,140296,140799,144146,148040,151708,154255,503,3347,3894,3668,2547,433,1630,1660,1808,1837,237,804,879,1043,1006,196,826,781,765,831,132,551,629,624,611,170,1918,2424,2221,1034,302,2469,3053,2845,1645,5,52,60,58,71
12260,,,"Augusta-Richmond County, GA-SC",Metropolitan Statistical Area,564873,564873,566683,571047,576755,580230,583632,1810,4364,5708,3475,3402,1912,7399,7501,7158,7390,1230,4950,4873,5240,5169,682,2449,2628,1918,2221,264,673,1295,959,918,844,1130,1721,366,259,1108,1803,3016,1325,1177,20,112,64,232,4
12260,,13033,"Burke County, GA",County or equivalent,23316,23316,23360,23559,23128,22925,22709,44,199,-431,-203,-216,100,325,317,313,305,89,239,226,246,230,11,86,91,67,75,0,-2,-2,1,1,35,94,-532,-286,-294,35,92,-534,-285,-293,-2,21,12,15,2
12260,,13073,"Columbia County, GA",County or equivalent,124053,124053,124955,128753,132556,136287,139257,902,3798,3803,3731,2970,383,1613,1720,1539,1607,137,771,777,849,820,246,842,943,690,787,86,242,408,331,322,538,2703,2414,2580,1806,624,2945,2822,2911,2128,32,11,38,130,55
12260,,13181,"Lincoln County, GA",County or equivalent,7996,7996,7991,7898,7770,7719,7622,-5,-93,-128,-51,-97,32,60,74,63,70,9,81,83,88,84,23,-21,-9,-25,-14,0,0,0,0,0,-28,-78,-120,1,-78,-28,-78,-120,1,-78,0,6,1,-27,-5
12260,,13189,"McDuffie County, GA",County or equivalent,21875,21875,21822,21621,21581,21421,21370,-53,-201,-40,-160,-51,70,304,238,230,282,114,240,188,226,245,-44,64,50,4,37,0,-4,-4,-3,-3,-3,-257,-90,-168,-74,-3,-261,-94,-171,-77,-6,-4,4,7,-11
12260,,13245,"Richmond County, GA",County or equivalent,200549,200549,201015,200595,201966,201276,201368,466,-420,1371,-690,92,782,3017,3023,3023,3046,468,1902,1853,1923,1916,314,1115,1170,1100,1130,150,276,733,459,425,9,-1760,-525,-2265,-1456,159,-1484,208,-1806,-1031,-7,-51,-7,16,-7
12260,,45003,"Aiken County, SC",County or equivalent,160099,160106,160589,161894,163426,164294,164753,483,1305,1532,868,459,504,1928,1944,1760,1758,395,1535,1540,1706,1648,109,393,404,54,110,27,162,163,171,171,337,674,957,561,193,364,836,1120,732,364,10,76,8,82,-15
12260,,45037,"Edgefield County, SC",County or equivalent,26985,26978,26951,26727,26328,26308,26553,-27,-224,-399,-20,245,41,152,185,230,322,18,182,206,202,226,23,-30,-21,28,96,1,-1,-3,0,2,-44,-246,-383,-57,162,-43,-247,-386,-57,164,-7,53,8,9,-15
12420,,,"Austin-Round Rock, TX",Metropolitan Statistical Area,1716289,1716303,1727743,1782089,1836149,1885803,1943299,11440,54346,54060,49654,57496,6306,25239,24843,25421,25782,1950,8291,8412,9013,9207,4356,16948,16431,16408,16575,1167,5972,5763,6386,6474,5608,29719,31142,26768,33059,6775,35691,36905,33154,39533,309,1707,724,92,1388
12420,,48021,"Bastrop County, TX",County or equivalent,74171,74169,74336,75151,74886,76099,78069,167,815,-265,1213,1970,193,877,802,921,907,176,564,577,585,634,17,313,225,336,273,2,44,35,43,45,149,430,-530,777,1601,151,474,-495,820,1646,-1,28,5,57,51
12420,,48055,"Caldwell County, TX",County or equivalent,38066,38057,38116,38467,38711,39248,39810,59,351,244,537,562,127,485,454,477,471,38,281,299,279,290,89,204,155,198,181,1,8,11,15,15,-25,151,83,310,354,-24,159,94,325,369,-6,-12,-5,14,12
12420,,48209,"Hays County, TX",County or equivalent,157107,157127,158307,163380,168855,176483,185025,1180,5073,5475,7628,8542,533,2107,2020,2114,2192,237,842,771,852,870,296,1265,1249,1262,1322,32,161,154,183,179,816,3516,3999,6151,6654,848,3677,4153,6334,6833,36,131,73,32,387
12420,,48453,"Travis County, TX",County or equivalent,1024266,1024301,1030443,1062609,1097104,1122748,1151145,6142,32166,34495,25644,28397,3931,15642,15586,15815,16026,1099,4645,4705,5146,5191,2832,10997,10881,10669,10835,942,4848,4586,5117,5205,2194,15497,18445,9446,12343,3136,20345,23031,14563,17548,174,824,583,412,14
12420,,48491,"Williamson County, TX",County or equivalent,422679,422649,426541,442482,456593,471225,489250,3892,15941,14111,14632,18025,1522,6128,5981,6094,6186,400,1959,2060,2151,2222,1122,4169,3921,3943,3964,190,911,977,1028,1030,2474,10125,9145,10084,12107,2664,11036,10122,11112,13137,106,736,68,-423,924
12540,,,"Bakersfield, CA",Metropolitan Statistical Area,839631,839631,841762,849872,856502,865923,874589,2131,8110,6630,9421,8666,3593,14407,14206,14741,14763,1361,5410,5250,5727,5763,2232,8997,8956,9014,9000,325,1740,1708,1816,1842,-444,-2383,-4080,-1266,-1775,-119,-643,-2372,550,67,18,-244,46,-143,-401
12540,,6029,"Kern County, CA",County or equivalent,839631,839631,841762,849872,856502,865923,874589,2131,8110,6630,9421,8666,3593,14407,14206,14741,14763,1361,5410,5250,5727,5763,2232,8997,8956,9014,9000,325,1740,1708,1816,1842,-444,-2383,-4080,-1266,-1775,-119,-643,-2372,550,67,18,-244,46,-143,-401
12580,,,"Baltimore-Columbia-Towson, MD",Metropolitan Statistical Area,2710489,2710597,2715625,2735205,2756231,2774050,2785874,5028,19580,21026,17819,11824,8444,33973,33629,33688,33812,5531,22598,22543,24099,24520,2913,11375,11086,9589,9292,2085,8538,9392,9708,9639,144,-53,823,-1513,-6448,2229,8485,10215,8195,3191,-114,-280,-275,35,-659
12580,,24003,"Anne Arundel County, MD",County or equivalent,537656,537656,539174,544976,550715,556348,560133,1518,5802,5739,5633,3785,1681,6946,6919,6804,6960,890,3745,3879,4087,4171,791,3201,3040,2717,2789,333,1054,1619,1413,1384,390,1805,1105,1613,-57,723,2859,2724,3026,1327,4,-258,-25,-110,-331
12580,,24005,"Baltimore County, MD",County or equivalent,805029,804973,806233,813136,818425,823883,826925,1260,6903,5289,5458,3042,2461,9949,9662,9633,9667,1874,7588,7509,8003,8172,587,2361,2153,1630,1495,740,3326,3397,3663,3648,-30,1387,-184,-182,-1770,710,4713,3213,3481,1878,-37,-171,-77,347,-331
12580,,24013,"Carroll County, MD",County or equivalent,167134,167138,167220,167260,167190,167494,167830,82,40,-70,304,336,427,1548,1589,1594,1630,359,1397,1346,1486,1478,68,151,243,108,152,13,42,68,54,52,3,-240,-396,74,121,16,-198,-328,128,173,-2,87,15,68,11
12580,,24025,"Harford County, MD",County or equivalent,244826,244826,245205,246725,248696,249415,250105,379,1520,1971,719,690,650,2778,2614,2694,2662,467,1840,1844,1996,1997,183,938,770,698,665,107,343,429,404,398,93,325,783,-508,-343,200,668,1212,-104,55,-4,-86,-11,125,-30
12580,,24027,"Howard County, MD",County or equivalent,287085,287085,288605,293839,299685,304934,309284,1520,5234,5846,5249,4350,815,3314,3389,3510,3502,395,1414,1471,1587,1609,420,1900,1918,1923,1893,405,1591,1677,1787,1773,681,1814,2243,1537,777,1086,3405,3920,3324,2550,14,-71,8,2,-93
12580,,24035,"Queen Anne's County, MD",County or equivalent,47798,47798,47871,48380,48570,48572,48804,73,509,190,2,232,141,486,447,463,452,123,346,421,408,373,18,140,26,55,79,4,14,14,18,18,58,344,155,-64,141,62,358,169,-46,159,-7,11,-5,-7,-6
12580,,24510,"Baltimore city, MD",County or equivalent,620961,621121,621317,620889,622950,623404,622793,196,-428,2061,454,-611,2269,8952,9009,8990,8939,1423,6268,6073,6532,6720,846,2684,2936,2458,2219,483,2168,2188,2369,2366,-1051,-5488,-2883,-3983,-5317,-568,-3320,-695,-1614,-2951,-82,208,-180,-390,121
12620,,,"Bangor, ME",Metropolitan Statistical Area,153923,153920,153831,153799,153612,153479,153414,-89,-32,-187,-133,-65,378,1448,1480,1444,1455,374,1437,1490,1528,1497,4,11,-10,-84,-42,22,125,158,160,154,-118,-161,-328,-289,-150,-96,-36,-170,-129,4,3,-7,-7,80,-27
12620,,23019,"Penobscot County, ME",County or equivalent,153923,153920,153831,153799,153612,153479,153414,-89,-32,-187,-133,-65,378,1448,1480,1444,1455,374,1437,1490,1528,1497,4,11,-10,-84,-42,22,125,158,160,154,-118,-161,-328,-289,-150,-96,-36,-170,-129,4,3,-7,-7,80,-27
12700,,,"Barnstable Town, MA",Metropolitan Statistical Area,215888,215888,215903,215335,214845,214836,214914,15,-568,-490,-9,78,419,1650,1591,1559,1572,707,2871,2680,2816,2817,-288,-1221,-1089,-1257,-1245,87,279,346,348,338,210,560,265,699,975,297,839,611,1047,1313,6,-186,-12,201,10
12700,,25001,"Barnstable County, MA",County or equivalent,215888,215888,215903,215335,214845,214836,214914,15,-568,-490,-9,78,419,1650,1591,1559,1572,707,2871,2680,2816,2817,-288,-1221,-1089,-1257,-1245,87,279,346,348,338,210,560,265,699,975,297,839,611,1047,1313,6,-186,-12,201,10
12940,,,"Baton Rouge, LA",Metropolitan Statistical Area,802484,802500,804491,808657,814993,820409,825478,1991,4166,6336,5416,5069,2758,10942,10878,11050,11012,1424,6159,6223,6723,6662,1334,4783,4655,4327,4350,302,1215,1213,1307,1312,346,-1846,482,-312,-397,648,-631,1695,995,915,9,14,-14,94,-196
12940,,22005,"Ascension Parish, LA",County or equivalent,107215,107194,107863,110041,112173,114432,117029,669,2178,2132,2259,2597,384,1656,1539,1598,1617,115,664,619,735,767,269,992,920,863,850,13,72,64,76,77,366,1065,1129,1267,1638,379,1137,1193,1343,1715,21,49,19,53,32
12940,,22033,"East Baton Rouge Parish, LA",County or equivalent,440171,440178,440854,441518,444296,445279,446042,676,664,2778,983,763,1550,5999,6018,6103,6064,935,3456,3548,3734,3711,615,2543,2470,2369,2353,253,1001,1010,1077,1079,-177,-2731,-672,-2505,-2459,76,-1730,338,-1428,-1380,-15,-149,-30,42,-210
12940,,22037,"East Feliciana Parish, LA",County or equivalent,20267,20263,20178,20155,19970,19705,19813,-85,-23,-185,-265,108,69,203,209,217,202,84,184,237,233,220,-15,19,-28,-16,-18,1,4,4,6,6,-74,-61,-160,-237,102,-73,-57,-156,-231,108,3,15,-1,-18,18
12940,,22047,"Iberville Parish, LA",County or equivalent,33387,33407,33395,33367,33350,33438,33327,-12,-28,-17,88,-111,119,424,451,467,467,44,284,282,322,289,75,140,169,145,178,4,21,24,25,25,-84,-184,-212,-60,-324,-80,-163,-188,-35,-299,-7,-5,2,-22,10
12940,,22063,"Livingston Parish, LA",County or equivalent,128026,128040,128689,130180,131944,134238,135751,649,1491,1764,2294,1513,430,1770,1791,1819,1813,189,913,923,1064,1039,241,857,868,755,774,22,91,86,93,94,360,512,816,1379,675,382,603,902,1472,769,26,31,-6,67,-30
12940,,22077,"Pointe Coupee Parish, LA",County or equivalent,22802,22802,22767,22828,22711,22443,22406,-35,61,-117,-268,-37,69,294,303,275,277,24,212,244,250,240,45,82,59,25,37,5,11,13,16,17,-71,-69,-193,-281,-81,-66,-58,-180,-265,-64,-14,37,4,-28,-10
12940,,22091,"St. Helena Parish, LA",County or equivalent,11203,11203,11171,11014,11032,10851,10619,-32,-157,18,-181,-232,28,120,117,115,110,9,138,100,93,95,19,-18,17,22,15,0,-1,-1,0,0,-45,-180,0,-194,-246,-45,-181,-1,-194,-246,-6,42,2,-9,-1
12940,,22121,"West Baton Rouge Parish, LA",County or equivalent,23788,23788,23949,24079,24068,24555,25085,161,130,-11,487,530,78,349,312,332,329,13,191,161,188,190,65,158,151,144,139,2,9,5,6,6,90,-27,-163,331,386,92,-18,-158,337,392,4,-10,-4,6,-1
12940,,22125,"West Feliciana Parish, LA",County or equivalent,15625,15625,15625,15475,15449,15468,15406,0,-150,-26,19,-62,31,127,138,124,133,11,117,109,104,111,20,10,29,20,22,2,7,8,8,8,-19,-171,-63,-12,-88,-17,-164,-55,-4,-80,-3,4,0,3,-4
12980,,,"Battle Creek, MI",Metropolitan Statistical Area,136146,136148,135998,135282,134760,134830,134878,-150,-716,-522,70,48,385,1662,1621,1694,1683,452,1467,1451,1452,1373,-67,195,170,242,310,44,175,190,202,201,-126,-1092,-890,-423,-399,-82,-917,-700,-221,-198,-1,6,8,49,-64
12980,,26025,"Calhoun County, MI",County or equivalent,136146,136148,135998,135282,134760,134830,134878,-150,-716,-522,70,48,385,1662,1621,1694,1683,452,1467,1451,1452,1373,-67,195,170,242,310,44,175,190,202,201,-126,-1092,-890,-423,-399,-82,-917,-700,-221,-198,-1,6,8,49,-64
13020,,,"Bay City, MI",Metropolitan Statistical Area,107771,107771,107695,107477,107084,106936,106179,-76,-218,-393,-148,-757,299,1152,1068,1063,1043,300,1152,1185,1121,1140,-1,0,-117,-58,-97,5,40,44,42,43,-77,-264,-324,-137,-634,-72,-224,-280,-95,-591,-3,6,4,5,-69
13020,,26017,"Bay County, MI",County or equivalent,107771,107771,107695,107477,107084,106936,106179,-76,-218,-393,-148,-757,299,1152,1068,1063,1043,300,1152,1185,1121,1140,-1,0,-117,-58,-97,5,40,44,42,43,-77,-264,-324,-137,-634,-72,-224,-280,-95,-591,-3,6,4,5,-69
13140,,,"Beaumont-Port Arthur, TX",Metropolitan Statistical Area,403190,403190,403748,405275,403832,405424,405427,558,1527,-1443,1592,3,1395,5228,5293,5496,5381,834,3891,3874,4114,4067,561,1337,1419,1382,1314,121,547,531,587,598,-97,-224,-3443,-376,-1808,24,323,-2912,211,-1210,-27,-133,50,-1,-101
13140,,48199,"Hardin County, TX",County or equivalent,54635,54635,54821,55062,55149,55421,55621,186,241,87,272,200,188,657,683,710,689,103,509,542,555,518,85,148,141,155,171,2,21,22,25,26,101,104,-75,96,24,103,125,-53,121,50,-2,-32,-1,-4,-21
13140,,48245,"Jefferson County, TX",County or equivalent,252273,252273,252495,253384,251404,252814,252235,222,889,-1980,1410,-579,920,3434,3357,3548,3444,532,2342,2276,2477,2474,388,1092,1081,1071,970,111,499,479,531,540,-262,-638,-3603,-166,-2058,-151,-139,-3124,365,-1518,-15,-64,63,-26,-31
13140,,48351,"Newton County, TX",County or equivalent,14445,14445,14439,14501,14328,14209,14138,-6,62,-173,-119,-71,36,147,153,127,135,19,155,166,143,172,17,-8,-13,-16,-37,1,4,4,5,6,-18,50,-163,-99,-40,-17,54,-159,-94,-34,-6,16,-1,-9,0
13140,,48361,"Orange County, TX",County or equivalent,81837,81837,81993,82328,82951,82980,83433,156,335,623,29,453,251,990,1100,1111,1113,180,885,890,939,903,71,105,210,172,210,7,23,26,26,26,82,260,398,-207,266,89,283,424,-181,292,-4,-53,-11,38,-49
13220,,,"Beckley, WV",Metropolitan Statistical Area,124898,124901,124902,125187,125020,124196,123373,1,285,-167,-824,-823,382,1549,1539,1511,1479,423,1627,1621,1699,1711,-41,-78,-82,-188,-232,23,87,86,93,92,35,303,-166,-756,-658,58,390,-80,-663,-566,-16,-27,-5,27,-25
13220,,54019,"Fayette County, WV",County or equivalent,46039,46039,45993,45954,45898,45567,45132,-46,-39,-56,-331,-435,138,565,550,531,507,180,640,618,651,674,-42,-75,-68,-120,-167,5,12,12,14,14,0,15,7,-219,-257,5,27,19,-205,-243,-9,9,-7,-6,-25
13220,,54081,"Raleigh County, WV",County or equivalent,78859,78862,78909,79233,79122,78629,78241,47,324,-111,-493,-388,244,984,989,980,972,243,987,1003,1048,1037,1,-3,-14,-68,-65,18,75,74,79,78,35,288,-173,-537,-401,53,363,-99,-458,-323,-7,-36,2,33,0
13380,,,"Bellingham, WA",Metropolitan Statistical Area,201140,201140,201518,203329,204827,206248,208351,378,1811,1498,1421,2103,559,2284,2259,2261,2257,358,1430,1478,1577,1518,201,854,781,684,739,73,271,284,336,343,125,721,443,375,1021,198,992,727,711,1364,-21,-35,-10,26,0
13380,,53073,"Whatcom County, WA",County or equivalent,201140,201140,201518,203329,204827,206248,208351,378,1811,1498,1421,2103,559,2284,2259,2261,2257,358,1430,1478,1577,1518,201,854,781,684,739,73,271,284,336,343,125,721,443,375,1021,198,992,727,711,1364,-21,-35,-10,26,0
13460,,,"Bend-Redmond, OR",Metropolitan Statistical Area,157733,157733,157828,159786,161746,165955,170388,95,1958,1960,4209,4433,419,1710,1666,1686,1707,372,1220,1313,1339,1304,47,490,353,347,403,4,-15,-25,-9,-4,81,1354,1674,4114,3686,85,1339,1649,4105,3682,-37,129,-42,-243,348
13460,,41017,"Deschutes County, OR",County or equivalent,157733,157733,157828,159786,161746,165955,170388,95,1958,1960,4209,4433,419,1710,1666,1686,1707,372,1220,1313,1339,1304,47,490,353,347,403,4,-15,-25,-9,-4,81,1354,1674,4114,3686,85,1339,1649,4105,3682,-37,129,-42,-243,348
13740,,,"Billings, MT",Metropolitan Statistical Area,158934,158934,159338,160761,162839,165222,166885,404,1423,2078,2383,1663,505,2084,2101,2058,2130,392,1470,1444,1470,1459,113,614,657,588,671,12,40,50,49,49,275,758,1366,1609,998,287,798,1416,1658,1047,4,11,5,137,-55
13740,,30009,"Carbon County, MT",County or equivalent,10078,10075,10057,10076,10109,10305,10399,-18,19,33,196,94,17,96,82,68,77,42,93,100,78,79,-25,3,-18,-10,-2,0,-1,-2,-2,-2,7,19,51,201,101,7,18,49,199,99,0,-2,2,7,-3
13740,,30037,"Golden Valley County, MT",County or equivalent,884,884,883,840,842,857,852,-1,-43,2,15,-5,0,5,7,8,9,5,10,9,11,8,-5,-5,-2,-3,1,0,0,0,0,0,4,-40,5,23,-6,4,-40,5,23,-6,0,2,-1,-5,0
13740,,30111,"Yellowstone County, MT",County or equivalent,147972,147975,148398,149845,151888,154060,155634,423,1447,2043,2172,1574,488,1983,2012,1982,2044,345,1367,1335,1381,1372,143,616,677,601,672,12,41,52,51,51,264,779,1310,1385,903,276,820,1362,1436,954,4,11,4,135,-52
13780,,,"Binghamton, NY",Metropolitan Statistical Area,251725,251725,251469,250251,249005,248362,247219,-256,-1218,-1246,-643,-1143,637,2524,2572,2573,2576,556,2576,2478,2529,2514,81,-52,94,44,62,113,441,453,492,492,-447,-1472,-1822,-1162,-1591,-334,-1031,-1369,-670,-1099,-3,-135,29,-17,-106
13780,,36007,"Broome County, NY",County or equivalent,200600,200600,200428,199335,198670,198203,197349,-172,-1093,-665,-467,-854,536,2055,2099,2054,2059,432,2163,2038,2065,2085,104,-108,61,-11,-26,113,446,458,496,496,-388,-1324,-1204,-928,-1249,-275,-878,-746,-432,-753,-1,-107,20,-24,-75
13780,,36107,"Tioga County, NY",County or equivalent,51125,51125,51041,50916,50335,50159,49870,-84,-125,-581,-176,-289,101,469,473,519,517,124,413,440,464,429,-23,56,33,55,88,0,-5,-5,-4,-4,-59,-148,-618,-234,-342,-59,-153,-623,-238,-346,-2,-28,9,7,-31
13820,,,"Birmingham-Hoover, AL",Metropolitan Statistical Area,1128047,1128056,1129034,1131010,1134297,1139556,1143772,978,1976,3287,5259,4216,3744,14798,14796,14446,14471,2634,11218,11182,11346,11422,1110,3580,3614,3100,3049,292,1162,1111,1225,1254,-445,-2714,-1403,1095,230,-153,-1552,-292,2320,1484,21,-52,-35,-161,-317
13820,,1007,"Bibb County, AL",County or equivalent,22915,22919,22879,22740,22634,22504,22506,-40,-139,-106,-130,2,57,266,245,250,243,28,278,238,229,227,29,-12,7,21,16,2,1,0,3,3,-69,-128,-113,-152,-8,-67,-127,-113,-149,-5,-2,0,0,-2,-9
13820,,1009,"Blount County, AL",County or equivalent,57322,57322,57344,57694,57748,57720,57719,22,350,54,-28,-1,152,744,711,645,676,131,566,593,563,564,21,178,118,82,112,5,15,7,11,12,-3,102,-66,-99,-114,2,117,-59,-88,-102,-1,55,-5,-22,-11
13820,,1021,"Chilton County, AL",County or equivalent,43643,43631,43682,43749,43709,43836,43931,51,67,-40,127,95,142,564,565,558,558,142,474,495,476,466,0,90,70,82,92,8,18,13,16,19,48,-60,-120,15,6,56,-42,-107,31,25,-5,19,-3,14,-22
13820,,1073,"Jefferson County, AL",County or equivalent,658466,658350,658302,657927,657953,659197,660793,-48,-375,26,1244,1596,2300,8832,9010,8818,8766,1582,6904,6740,6902,6999,718,1928,2270,1916,1767,172,731,715,783,797,-963,-2731,-2941,-1169,-648,-791,-2000,-2226,-386,149,25,-303,-18,-286,-320
13820,,1115,"St. Clair County, AL",County or equivalent,83593,83593,83800,84305,85165,86244,86697,207,505,860,1079,453,266,1100,1061,1018,1061,192,826,803,847,871,74,274,258,171,190,16,51,54,60,60,114,126,562,795,150,130,177,616,855,210,3,54,-14,53,53
